fraction,efficiency
0.000,0.09061557287536594
0.005,0.08490791518167572
0.010,0.0828867656285259
0.015,0.07930088148622719
0.020,0.07816877870453243
0.025,0.06497069187956105
0.030,0.0570600639269039
0.035,0.056957440756611806
0.040,0.036916894594958095
0.045,0.03464488852437706
0.050,0.03328073274886582
0.055,0.02599717875932853
0.060,0.024067243990134147
0.065,0.02343639356206801
0.070,0.02235458202814478
0.075,0.018797702130714546
0.080,0.017907863948277557
0.085,0.016672768138920133
0.090,0.014259932615031118
0.095,0.013264660097154652
0.100,0.013231110106148483
0.105,0.012934847262436332
0.110,0.012510054593113802
0.115,0.012222497698709605
0.120,0.012121575206836833
0.125,0.012039859197862735
0.130,0.012103644545916599
0.135,0.012168049369871838
0.140,0.01222852049318722
0.145,0.011993044557767145
0.150,0.011962520592092608
0.155,0.011643619916122262
0.160,0.011469393974912848
0.165,0.011608521727599129
0.170,0.011692036272402
0.175,0.01186179193951818
0.180,0.01187737260998477
0.185,0.011888747488762546
0.190,0.011920456114106078
0.195,0.011967699220932404
0.200,0.01203785372411799
0.205,0.012086123469952787
0.210,0.012188593402177246
0.215,0.012302469950604012
0.220,0.012396741750991782
0.225,0.012558865375947727
0.230,0.012724549730285644
0.235,0.012734923059161954
0.240,0.012764588653925157
0.245,0.012809409198020866
0.250,0.01283927822301827
0.255,0.012920107515325588
0.260,0.01304813720825744
0.265,0.013154219624584736
0.270,0.013370302656892234
0.275,0.013591754120821307
0.280,0.01359813229094675
0.285,0.013618768833244508
0.290,0.013652429342290781
0.295,0.013675413273180637
0.300,0.013737525887049871
0.305,0.013829976601959799
0.310,0.013893738154865257
0.315,0.014098978834166297
0.320,0.014309320952073941
0.325,0.014435952110941851
0.330,0.014654627285625771
0.335,0.014919266658496725
0.340,0.01491180545104452
0.345,0.01490166948956842
0.350,0.014899227441927525
0.355,0.014901488860248247
0.360,0.014914505755517915
0.365,0.014941547896082605
0.370,0.014961656588343726
0.375,0.015018890595217068
0.380,0.015106971731947779
0.385,0.015167654149056726
0.390,0.015346224491250043
0.395,0.015318386940709734
0.400,0.015459679309056635
0.405,0.01556480171417278
0.410,0.015748689789733945
0.415,0.015824875124848134
0.420,0.015877876304653156
0.425,0.016029614473725234
0.430,0.016312851858318052
0.435,0.016429779836768646
0.440,0.01666363429490543
0.445,0.016831155495641636
0.450,0.016955348431405073
0.455,0.016942793143626865
0.460,0.016944459557871706
0.465,0.016951972560134195
0.470,0.016984031774705543
0.475,0.017045882818446705
0.480,0.0170918398732838
0.485,0.01722722109181874
0.490,0.017461754069768097
0.495,0.017668402046925116
